"Iteration","LogProbability","CurrentDecryptedText....current.decryted.text","CorrectText....correct.text"
13923,-180.218266945586,"twmw pj jlqw jxqebw iwvi","here is some sample text"
13924,-180.218266945586,"twmw pj jlqw jxqebw iwvi","here is some sample text"
13925,-180.218266945586,"twiw pj jlqw jxqebw mwvm","here is some sample text"
13926,-180.218266945586,"tlil pj jwql jxqebl mlvm","here is some sample text"
13927,-180.218266945586,"tlil px xwql xjqebl mlvm","here is some sample text"
13928,-180.218266945586,"tlil px xwql xjqegl mlvm","here is some sample text"
13929,-180.218266945586,"tlil px xwql xjqegl mlsm","here is some sample text"
13930,-180.218266945586,"tlil px xwhl xjhegl mlsm","here is some sample text"
13931,-180.218266945586,"txix pl lwhx ljhegx mxsm","here is some sample text"
13932,-180.218266945586,"txix pl lwhx ljhegx mxsm","here is some sample text"
13933,-180.218266945586,"txix pl lwhx ljhegx mxqm","here is some sample text"
13934,-180.218266945586,"txix pl lwhx ljhegx mxqm","here is some sample text"
13935,-180.218266945586,"txix pl lwhx ljhkgx mxqm","here is some sample text"
13936,-180.218266945586,"tbib pl lwhb ljhkgb mbqm","here is some sample text"
13937,-180.218266945586,"tbib pl lwub ljukgb mbqm","here is some sample text"
13938,-180.218266945586,"tbib pl lwub ljukgb mbqm","here is some sample text"
13939,-180.218266945586,"tbib pl lwub ljukgb mbqm","here is some sample text"
13940,-180.218266945586,"tbib pl lwub ldukgb mbqm","here is some sample text"
13941,-180.218266945586,"tviv pl lwuv ldukgv mvqm","here is some sample text"
13942,-180.218266945586,"tviv py ywuv ydukgv mvqm","here is some sample text"
13943,-180.218266945586,"tviv py ywuv ydukgv mvqm","here is some sample text"
13944,-180.218266945586,"vtit py ywut ydukgt mtqm","here is some sample text"
13945,-180.218266945586,"otit py ywut ydukgt mtqm","here is some sample text"
13946,-180.218266945586,"otit py ywut ydukgt mtqm","here is some sample text"
13947,-180.218266945586,"otqt py ywut ydukgt mtim","here is some sample text"
13948,-180.218266945586,"otqt py ywut ydukgt mtim","here is some sample text"
13949,-180.218266945586,"otqt py ywut ydukgt mtim","here is some sample text"
13950,-180.218266945586,"otqt py ywut ydukgt mtim","here is some sample text"
13951,-180.218266945586,"otqt py ywut yduegt mtim","here is some sample text"
13952,-180.218266945586,"otqt py ywut yduagt mtim","here is some sample text"
13953,-180.218266945586,"otqt py ywut yduagt mtim","here is some sample text"
13954,-180.218266945586,"otqt py ywut ydukgt mtim","here is some sample text"
13955,-180.218266945586,"otqt py ywut ydukgt mtim","here is some sample text"
13956,-180.218266945586,"otqt py ywut ydukft mtim","here is some sample text"
13957,-180.218266945586,"otqt py ywut ydukft mtim","here is some sample text"
13958,-180.218266945586,"otjt py ywut ydukft mtim","here is some sample text"
13959,-180.218266945586,"otjt py ywut ydukft qtiq","here is some sample text"
13960,-180.218266945586,"oljl py ywul ydukfl qliq","here is some sample text"
13961,-180.218266945586,"oljl py yxul ydukfl qliq","here is some sample text"
13962,-180.218266945586,"oljl py yxul ydukrl qliq","here is some sample text"
13963,-180.218266945586,"oljl ph hxul hdukrl qliq","here is some sample text"
13964,-180.218266945586,"oljl ph hxul hdukrl slis","here is some sample text"
13965,-180.218266945586,"omjm ph hxum hdukrm smis","here is some sample text"
13966,-180.218266945586,"omjm ph hxqm hdqkrm smis","here is some sample text"
13967,-180.218266945586,"osjs ph hxqs hdqkrs msim","here is some sample text"
13968,-180.218266945586,"osjs ph hxqs hdqkrs msim","here is some sample text"
13969,-180.218266945586,"oses ph hxqs hdqkrs msim","here is some sample text"
13970,-180.218266945586,"oses ph hxqs hdqkys msim","here is some sample text"
13971,-180.218266945586,"oses ph hxqs hdqkys msrm","here is some sample text"
13972,-180.218266945586,"oses ph hxqs hdqkys msrm","here is some sample text"
13973,-156.502223788675,"osps eh hxqs hdqkys msrm","here is some sample text"
13974,-156.502223788675,"osps eh hxqs hdqkys msrm","here is some sample text"
13975,-156.502223788675,"osns eh hxqs hdqkys msrm","here is some sample text"
13976,-156.502223788675,"osns eh hiqs hdqkys msrm","here is some sample text"
13977,-156.502223788675,"obnb eh hiqb hdqkyb mbrm","here is some sample text"
13978,-156.502223788675,"obnb eh hfqb hdqkyb mbrm","here is some sample text"
13979,-156.502223788675,"obub eh hfqb hdqkyb mbrm","here is some sample text"
13980,-156.502223788675,"obub eh hfqb hdqkyb mblm","here is some sample text"
13981,-156.502223788675,"obub eh hfqb hdqgyb mblm","here is some sample text"
13982,-180.218266945586,"obub ih hfqb hdqgyb mblm","here is some sample text"
13983,-180.218266945586,"obub ih hlqb hdqgyb mbfm","here is some sample text"
13984,-180.218266945586,"obwb ih hlqb hdqgyb mbfm","here is some sample text"
13985,-180.218266945586,"obwb ih hlqb hdqgyb mbfm","here is some sample text"
13986,-180.218266945586,"obwb ih hlqb hdqgyb mbfm","here is some sample text"
13987,-180.218266945586,"ozwz ih hlqz hdqgyz mzfm","here is some sample text"
13988,-180.218266945586,"ozwz ih hlqz hdqgfz mzym","here is some sample text"
13989,-180.218266945586,"ozbz ih hlqz hdqgfz mzym","here is some sample text"
13990,-180.218266945586,"ozbz ih hlqz hsqgfz mzym","here is some sample text"
13991,-180.218266945586,"ozbz ih hlqz hsqgfz mzym","here is some sample text"
13992,-180.218266945586,"ozbz ih hlqz hsqgfz mzym","here is some sample text"
13993,-180.218266945586,"ozbz ih hlqz hpqgfz mzym","here is some sample text"
13994,-180.218266945586,"ozbz ih hlqz hpqgfz mzvm","here is some sample text"
13995,-180.218266945586,"ojbj ih hlqj hpqgfj mjvm","here is some sample text"
13996,-180.218266945586,"ojbj ir rlqj rpqgfj mjvm","here is some sample text"
13997,-180.218266945586,"ojbj ip plqj prqgfj mjvm","here is some sample text"
13998,-180.218266945586,"ojbj kp plqj prqgfj mjvm","here is some sample text"
13999,-180.218266945586,"ojbj kp plqj prqgaj mjvm","here is some sample text"
14000,-180.218266945586,"ojbj kp plqj pwqgaj mjvm","here is some sample text"
14001,-180.218266945586,"ojbj kw wlqj wpqgaj mjvm","here is some sample text"
14002,-180.218266945586,"ojqj kw wlbj wpbgaj mjvm","here is some sample text"
14003,-180.218266945586,"ojqj kw wldj wpdgaj mjvm","here is some sample text"
14004,-180.218266945586,"ojqj kw wldj wpdgaj mjvm","here is some sample text"
14005,-180.218266945586,"ojqj kw wldj wpdgfj mjvm","here is some sample text"
14006,-180.218266945586,"ojqj kw wlej wpegfj mjvm","here is some sample text"
14007,-180.218266945586,"ojqj kw wlej wpegfj mjzm","here is some sample text"
14008,-180.218266945586,"ojqj kw wlej wpegfj mjzm","here is some sample text"
14009,-180.218266945586,"ljqj kw woej wpegfj mjzm","here is some sample text"
14010,-180.218266945586,"ljqj kw wpej woegfj mjzm","here is some sample text"
14011,-180.218266945586,"ljqj kw wpej woegfj yjzy","here is some sample text"
14012,-180.218266945586,"lkqk jw wpek woegfk ykzy","here is some sample text"
14013,-180.218266945586,"lkqk jw wpek woegnk ykzy","here is some sample text"
14014,-180.218266945586,"lkqk jw wpek woegnk ykxy","here is some sample text"
14015,-180.218266945586,"lkqk jw wpek woegnk ykxy","here is some sample text"
14016,-180.218266945586,"lkqk jw wpek woegnk ykxy","here is some sample text"
14017,-180.218266945586,"lkqk jw wpek woebnk ykxy","here is some sample text"
14018,-180.218266945586,"lkqk jw wpek woebnk ykxy","here is some sample text"
14019,-180.218266945586,"lkqk jw wpek wyebnk okxo","here is some sample text"
14020,-180.218266945586,"lkqk jw wpek wyebmk okxo","here is some sample text"
14021,-180.218266945586,"lvqv jw wpev wyebmv ovxo","here is some sample text"
14022,-180.218266945586,"lvqv jw wpev wyebmv ovxo","here is some sample text"
14023,-180.218266945586,"lvqv jw wpev wyebmv ovxo","here is some sample text"
14024,-180.218266945586,"lhqh jw wpeh wyebmh ohxo","here is some sample text"
14025,-180.218266945586,"lhqh ja apeh ayebmh ohxo","here is some sample text"
14026,-180.218266945586,"lhqh ja apeh ayebmh ohuo","here is some sample text"
14027,-180.218266945586,"lhqh ja apeh ayebmh khuk","here is some sample text"
14028,-180.218266945586,"lhqh ja ateh ayebmh khuk","here is some sample text"
14029,-180.218266945586,"lhqh ja ateh ayebmh khuk","here is some sample text"
14030,-180.218266945586,"lhqh ja atxh ayxbmh khuk","here is some sample text"
14031,-180.218266945586,"lhqh ja atxh ayxbmh khuk","here is some sample text"
14032,-180.218266945586,"lhqh ja atxh ayxbmh khuk","here is some sample text"
14033,-180.218266945586,"lhqh ja atxh ayxbmh khuk","here is some sample text"
14034,-180.218266945586,"lhqh ja atxh apxbmh khuk","here is some sample text"
14035,-180.218266945586,"lhqh ja atxh apxbmh khuk","here is some sample text"
14036,-180.218266945586,"lhnh ja atxh apxbmh khuk","here is some sample text"
14037,-180.218266945586,"lhnh ja atxh apxbmh khuk","here is some sample text"
14038,-180.218266945586,"whnh ja atxh apxbmh khuk","here is some sample text"
14039,-180.218266945586,"whnh ja atxh apxbmh khuk","here is some sample text"
14040,-180.218266945586,"whnh ja atxh apxbmh khuk","here is some sample text"
14041,-180.218266945586,"whnh ja atxh apxbmh khuk","here is some sample text"
14042,-180.218266945586,"whnh ja atxh apxbmh khuk","here is some sample text"
14043,-180.218266945586,"whnh ja atxh apxbmh khuk","here is some sample text"
14044,-180.218266945586,"whnh ja atxh apxbmh rhur","here is some sample text"
14045,-154.526307377182,"whnh ba atxh apxjmh rhur","here is some sample text"
14046,-154.526307377182,"whnh ba atxh apxjgh rhur","here is some sample text"
14047,-154.526307377182,"whnh ba atxh apxjgh uhru","here is some sample text"
14048,-154.526307377182,"whnh ba atxh azxjgh uhru","here is some sample text"
14049,-154.526307377182,"whnh ba atxh aixjgh uhru","here is some sample text"
14050,-154.526307377182,"whnh ba atxh aixjgh uhru","here is some sample text"
14051,-154.538660740545,"bhnh wa atxh aixjgh uhru","here is some sample text"
14052,-154.538660740545,"phnh wa atxh aixjgh uhru","here is some sample text"
14053,-154.538660740545,"phnh wa avxh aixjgh uhru","here is some sample text"
14054,-154.538660740545,"phnh wa avxh aixjgh uhru","here is some sample text"
14055,-154.538660740545,"phnh wa avxh aixjgh uhru","here is some sample text"
14056,-154.538660740545,"phjh wa avxh aixngh uhru","here is some sample text"
14057,-154.538660740545,"phjh wa avxh aixngh uhru","here is some sample text"
14058,-154.538660740545,"jhph wa avxh aixngh uhru","here is some sample text"
14059,-155.4765214648,"jhph ea avxh aixngh uhru","here is some sample text"
14060,-155.4765214648,"jhuh ea avxh aixngh phrp","here is some sample text"
14061,-155.4765214648,"jhuh ea aqxh aixngh phrp","here is some sample text"
14062,-155.4765214648,"jhuh ea aqxh aixngh khrk","here is some sample text"
14063,-155.4765214648,"jhuh ea apxh aixngh khrk","here is some sample text"
14064,-155.4765214648,"jhuh ea apvh aivngh khrk","here is some sample text"
14065,-155.4765214648,"jhuh ea apvh akvngh ihri","here is some sample text"
14066,-155.4765214648,"jhuh ea apvh akvnih ghrg","here is some sample text"
14067,-155.4765214648,"jhuh ea apch akcnih ghrg","here is some sample text"
14068,-155.4765214648,"jhuh ea apch akcnih ghrg","here is some sample text"
14069,-154.136098392095,"jhuh sa apch akcnih ghrg","here is some sample text"
14070,-154.136098392095,"jhuh sa apch akcnih ghrg","here is some sample text"
14071,-154.136098392095,"jzuz sa apcz akcniz gzrg","here is some sample text"
14072,-154.136098392095,"jzuz sa apcz akcniz gzrg","here is some sample text"
14073,-154.136098392095,"jzuz sa aicz akcnpz gzrg","here is some sample text"
14074,-154.136098392095,"jzuz sa aicz akcnyz gzrg","here is some sample text"
14075,-154.136098392095,"jzmz sa aicz akcnyz gzrg","here is some sample text"
14076,-180.218266945586,"jzmz sd dicz dkcnyz gzrg","here is some sample text"
14077,-180.218266945586,"jzmz sd dicz dkcnyz gzrg","here is some sample text"
14078,-180.218266945586,"jzmz sd dicz dkcnyz gzrg","here is some sample text"
14079,-180.218266945586,"jzuz sd dicz dkcnyz gzrg","here is some sample text"
14080,-180.218266945586,"jzuz sd dicz dkcnyz gzrg","here is some sample text"
14081,-180.218266945586,"jzuz sd dicz dkcnyz gzrg","here is some sample text"
14082,-180.218266945586,"jzuz sx xicz xkcnyz gzrg","here is some sample text"
14083,-180.218266945586,"jzuz sx xicz xkcnyz gzrg","here is some sample text"
14084,-180.218266945586,"jzuz vx xicz xkcnyz gzrg","here is some sample text"
14085,-180.218266945586,"jzuz vx xicz xkcnyz gzrg","here is some sample text"
14086,-180.218266945586,"jziz vx xucz xkcnyz gzrg","here is some sample text"
14087,-180.218266945586,"jziz vx xucz xkcnbz gzrg","here is some sample text"
14088,-180.218266945586,"joio vx xuco xkcnbo gorg","here is some sample text"
14089,-180.218266945586,"joio vx xuco xkcnbo gofg","here is some sample text"
14090,-180.218266945586,"joio vx xuco xkcnmo gofg","here is some sample text"
14091,-180.218266945586,"coio vx xujo xkjnmo gofg","here is some sample text"
14092,-180.218266945586,"coio vx xujo xkjnmo aofa","here is some sample text"
14093,-180.218266945586,"coio vx xujo xkjnmo aofa","here is some sample text"
14094,-180.218266945586,"zoio vx xujo xkjnmo aofa","here is some sample text"
14095,-180.218266945586,"zoio vx xujo xkjnmo aofa","here is some sample text"
14096,-180.218266945586,"zoio lx xujo xkjnmo aofa","here is some sample text"
14097,-180.218266945586,"zowo lx xujo xkjnmo aofa","here is some sample text"
14098,-180.218266945586,"zowo lx xcjo xkjnmo aofa","here is some sample text"
14099,-180.218266945586,"zowo lx xcpo xkpnmo aofa","here is some sample text"
14100,-180.218266945586,"zowo lm mcpo mkpnxo aofa","here is some sample text"
14101,-180.218266945586,"zowo lm mcpo mdpnxo aofa","here is some sample text"
14102,-180.218266945586,"zowo lm mcpo mdpnxo aofa","here is some sample text"
14103,-180.218266945586,"zowo lm mcpo mdpnxo aofa","here is some sample text"
14104,-180.218266945586,"zowo lm mcpo mdpnxo aofa","here is some sample text"
14105,-180.218266945586,"zowo lm mcpo mdpnxo aofa","here is some sample text"
14106,-180.218266945586,"zowo lm mcpo mapnxo dofd","here is some sample text"
14107,-180.218266945586,"zowo lm mcpo mapnxo dofd","here is some sample text"
14108,-180.218266945586,"zowo lm mcpo mapnxo dofd","here is some sample text"
14109,-180.218266945586,"zowo lm mcpo mapnxo dofd","here is some sample text"
14110,-180.218266945586,"zowo lm mcpo mfpnxo doad","here is some sample text"
14111,-180.218266945586,"zowo lm mcao mfanxo dopd","here is some sample text"
14112,-180.218266945586,"zowo lv vcao vfanxo dopd","here is some sample text"
14113,-180.218266945586,"zowo lv vcao vfando xopx","here is some sample text"
14114,-180.218266945586,"zowo lv vrao vfando xopx","here is some sample text"
14115,-180.218266945586,"zowo lv vpao vfando xorx","here is some sample text"
14116,-180.218266945586,"aowo lv vpzo vfzndo xorx","here is some sample text"
14117,-180.218266945586,"aowo lv vpzo vfzdno xorx","here is some sample text"
14118,-180.218266945586,"afwf lv vpzf vozdnf xfrx","here is some sample text"
14119,-180.218266945586,"afwf lv vpzf vozdnf xfrx","here is some sample text"
14120,-180.218266945586,"afnf lv vpzf vozdwf xfrx","here is some sample text"
14121,-180.218266945586,"atnt lv vpzt vozdwt xtrx","here is some sample text"
14122,-180.218266945586,"atnt lb bpzt bozdwt xtrx","here is some sample text"
14123,-180.218266945586,"atnt lb bpzt bozdwt mtrm","here is some sample text"
14124,-180.218266945586,"atnt lb bpzt bozdwt mtrm","here is some sample text"
14125,-180.218266945586,"apnp lb btzp bozdwp mprm","here is some sample text"
14126,-180.218266945586,"apnp lb btzp bozdwp mprm","here is some sample text"
14127,-180.218266945586,"apnp lb btzp bozdwp mprm","here is some sample text"
14128,-180.218266945586,"apnp lb btzp bozdwp mprm","here is some sample text"
14129,-180.218266945586,"apnp lb btzp bozvwp mprm","here is some sample text"
14130,-180.218266945586,"ayny lb btzy bozvwy myrm","here is some sample text"
14131,-180.218266945586,"ayny lb btzy bozvwy myrm","here is some sample text"
14132,-180.218266945586,"ayny lb btzy bozvwy qyrq","here is some sample text"
14133,-180.218266945586,"ayny lb btzy bxzvwy qyrq","here is some sample text"
14134,-180.218266945586,"ayny lb btzy bxzvwy qyrq","here is some sample text"
14135,-180.218266945586,"ayny lb btzy bxzvwy kyrk","here is some sample text"
14136,-180.218266945586,"syny lb btzy bxzvwy kyrk","here is some sample text"
14137,-180.218266945586,"syny lb btzy bxzvwy kyrk","here is some sample text"
14138,-180.218266945586,"syny kb btzy bxzvwy lyrl","here is some sample text"
14139,-180.218266945586,"syny kb btwy bxwvzy lyrl","here is some sample text"
14140,-180.218266945586,"syny kb btwy bzwvxy lyrl","here is some sample text"
14141,-180.218266945586,"syny kb btwy bzwvxy lyjl","here is some sample text"
14142,-180.218266945586,"syny kb btwy bzwvxy lyjl","here is some sample text"
14143,-180.218266945586,"zyny kb btwy bswvxy lyjl","here is some sample text"
14144,-180.218266945586,"zdnd kb btwd bswvxd ldjl","here is some sample text"
14145,-180.218266945586,"zdnd kb btwd bswvxd ldpl","here is some sample text"
14146,-180.218266945586,"zdnd kb btwd bswvxd ldpl","here is some sample text"
14147,-180.218266945586,"zdnd kb btjd bsjvxd ldpl","here is some sample text"
14148,-180.218266945586,"zdnd kb btwd bswvxd ldpl","here is some sample text"
14149,-161.544129725659,"zdnd kb bawd bswvxd ldpl","here is some sample text"
14150,-161.544129725659,"zdnd kb bawd bswvxd ldhl","here is some sample text"
14151,-161.544129725659,"zdnd kb bawd bswvcd ldhl","here is some sample text"
14152,-161.544129725659,"zdnd kb bawd bswvcd ldql","here is some sample text"
14153,-161.544129725659,"zdnd kb bawd bswvcd ldql","here is some sample text"
14154,-161.544129725659,"zdnd mb bawd bswvcd ldql","here is some sample text"
14155,-161.544129725659,"zdnd mb bawd bswvcd ldql","here is some sample text"
14156,-161.544129725659,"zdnd mb bawd bswvcd ldql","here is some sample text"
14157,-180.218266945586,"zhnh mb bawh bswvch lhql","here is some sample text"
14158,-180.218266945586,"zhnh mb bawh bswvkh lhql","here is some sample text"
14159,-180.218266945586,"zunu mb bawu bswvku luql","here is some sample text"
14160,-180.218266945586,"zunu mb bpwu bswvku luql","here is some sample text"
14161,-180.218266945586,"zunu eb bpwu bswvku luql","here is some sample text"
14162,-180.218266945586,"znun eb bpwn bswvkn lnql","here is some sample text"
14163,-180.218266945586,"zouo eb bpwo bswvko loql","here is some sample text"
14164,-180.218266945586,"zouo eb bpwo bswvko loql","here is some sample text"
14165,-180.218266945586,"zouo eb bpwo bswvko loql","here is some sample text"
14166,-180.218266945586,"zouo eb bpwo bswvko loql","here is some sample text"
14167,-180.218266945586,"zoio eb bpwo bswvko loql","here is some sample text"
14168,-180.218266945586,"zoio eb bpwo bswvko loql","here is some sample text"
14169,-180.218266945586,"zoio jb bpwo bswvko loql","here is some sample text"
14170,-180.218266945586,"zoio jb bpwo bswvko loql","here is some sample text"
14171,-180.218266945586,"zoro jb bpwo bswvko loql","here is some sample text"
14172,-180.218266945586,"zovo jb bpwo bswrko loql","here is some sample text"
14173,-180.218266945586,"zovo jb bpwo bgwrko loql","here is some sample text"
14174,-180.218266945586,"zovo jb bpwo bewrko loql","here is some sample text"
14175,-180.218266945586,"zovo js spwo sewrko loql","here is some sample text"
14176,-180.218266945586,"zovo js sewo spwrko loql","here is some sample text"
14177,-180.218266945586,"zovo js sewo spwrko loql","here is some sample text"
14178,-180.218266945586,"zovo js sewo spwkro loql","here is some sample text"
14179,-180.218266945586,"zovo js sewo spwkro loql","here is some sample text"
14180,-180.218266945586,"zovo js sewo spwkro loql","here is some sample text"
14181,-180.218266945586,"zovo js sewo sxwkro loql","here is some sample text"
14182,-180.218266945586,"zovo js sewo sxwkro lobl","here is some sample text"
14183,-180.218266945586,"zovo js sewo sxwkro lobl","here is some sample text"
14184,-180.218266945586,"zovo js sewo sxwaro lobl","here is some sample text"
14185,-180.218266945586,"zovo js sewo sxwcro lobl","here is some sample text"
14186,-180.218266945586,"zava js sewa sxwcra labl","here is some sample text"
14187,-180.218266945586,"zava ps sewa sxwcra labl","here is some sample text"
14188,-180.218266945586,"zava pc cewa cxwsra labl","here is some sample text"
14189,-180.218266945586,"zala pc cewa cxwsra vabv","here is some sample text"
14190,-180.218266945586,"zala pc cewa cxwsra vabv","here is some sample text"
14191,-180.218266945586,"zala pc cewa cxwsra vabv","here is some sample text"
14192,-180.218266945586,"zsls pc cews cxwars vsbv","here is some sample text"
14193,-180.218266945586,"zsls pc cews cxwars vsbv","here is some sample text"
14194,-180.218266945586,"zsls pb bews bxwars vscv","here is some sample text"
14195,-180.218266945586,"zsls pb bdws bxwars vscv","here is some sample text"
14196,-180.218266945586,"zsls pb byws bxwars vscv","here is some sample text"
14197,-180.218266945586,"zvlv pb bywv bxwarv svcs","here is some sample text"
14198,-180.218266945586,"zvlv pb bywv bxwarv svcs","here is some sample text"
14199,-180.218266945586,"zdld pb bywd bxward sdcs","here is some sample text"
14200,-156.223417937708,"zdld pu uywd uxward sdcs","here is some sample text"
14201,-156.223417937708,"zdld pu uywd uxwatd sdcs","here is some sample text"
14202,-156.223417937708,"zdld pu uycd uxcatd sdws","here is some sample text"
14203,-156.223417937708,"zdfd pu uycd uxcatd sdws","here is some sample text"
14204,-156.223417937708,"zdfd pu uycd uxcatd sdws","here is some sample text"
14205,-156.223417937708,"zdfd pu uycd uxcatd sdws","here is some sample text"
14206,-156.223417937708,"zdfd pu uyvd uxvatd sdws","here is some sample text"
14207,-180.218266945586,"zdfd pn nyvd nxvatd sdws","here is some sample text"
14208,-180.218266945586,"ndfd pz zyvd zxvatd sdws","here is some sample text"
14209,-180.218266945586,"ndfd pk kyvd kxvatd sdws","here is some sample text"
14210,-180.218266945586,"ndfd pm myvd mxvatd sdws","here is some sample text"
14211,-180.218266945586,"ndfd pm myvd mxvasd tdwt","here is some sample text"
14212,-180.218266945586,"ndfd pm myvd mxvasd tdwt","here is some sample text"
14213,-180.218266945586,"ndfd hm myvd mxvasd tdwt","here is some sample text"
14214,-180.218266945586,"ndfd hm muvd mxvasd tdwt","here is some sample text"
14215,-180.218266945586,"nlfl hm muvl mxvasl tlwt","here is some sample text"
14216,-180.218266945586,"nlfl hm mpvl mxvasl tlwt","here is some sample text"
14217,-180.218266945586,"nlfl hb bpvl bxvasl tlwt","here is some sample text"
14218,-180.218266945586,"nlfl hb bpvl bxvsal tlwt","here is some sample text"
14219,-180.218266945586,"nlfl hb bpvl bxvsal tlwt","here is some sample text"
14220,-180.218266945586,"nlfl hb bgvl bxvsal tlwt","here is some sample text"
14221,-180.218266945586,"nlfl hs sgvl sxvbal tlwt","here is some sample text"
14222,-180.218266945586,"nofo hs sgvo sxvbao towt","here is some sample text"
14223,-180.218266945586,"jofo hs sgvo sxvbao towt","here is some sample text"
14224,-180.218266945586,"jofo hs sgvo sxvbao cowc","here is some sample text"
14225,-153.922214298914,"jhfh os sgvh sxvbah chwc","here is some sample text"
14226,-180.218266945586,"jofo hs sgvo sxvbao cowc","here is some sample text"
14227,-180.218266945586,"jofo hs sgvo smvbao cowc","here is some sample text"
14228,-180.218266945586,"jofo hs sgvo smvbao cowc","here is some sample text"
14229,-180.218266945586,"zofo hs sgvo smvbao cowc","here is some sample text"
14230,-180.218266945586,"zofo hs sgvo smvbao powp","here is some sample text"
14231,-180.218266945586,"zofo hs sgvo smvbao powp","here is some sample text"
14232,-180.218266945586,"zofo hs sgvo smveao powp","here is some sample text"
14233,-180.218266945586,"zifi hs sgvi smveai piwp","here is some sample text"
14234,-180.218266945586,"zifi hs sgvi smveai piwp","here is some sample text"
14235,-180.218266945586,"zifi hs sgvi smveai piwp","here is some sample text"
14236,-180.218266945586,"zdfd hs sgvd smvead pdwp","here is some sample text"
14237,-180.218266945586,"zdfd hs sgvd smvead udwu","here is some sample text"
14238,-180.218266945586,"zdfd hs sgvd syvead udwu","here is some sample text"
14239,-180.218266945586,"zdfd hl lgvd lyvead udwu","here is some sample text"
14240,-180.218266945586,"zbfb hl lgvb lyveab ubwu","here is some sample text"
14241,-180.218266945586,"zbfb hl lgcb lyceab ubwu","here is some sample text"
14242,-180.218266945586,"zbob hl lgcb lyceab ubwu","here is some sample text"
14243,-180.218266945586,"zbob hl lgyb lcyeab ubwu","here is some sample text"
14244,-180.218266945586,"zbob ml lgyb lcyeab ubwu","here is some sample text"
14245,-180.218266945586,"zbpb ml lgyb lcyeab ubwu","here is some sample text"
14246,-180.218266945586,"zbob ml lgyb lcyeab ubwu","here is some sample text"
14247,-180.218266945586,"zbob tl lgyb lcyeab ubwu","here is some sample text"
14248,-180.218266945586,"zbob tp pgyb pcyeab ubwu","here is some sample text"
14249,-151.433630394942,"zbob up pgyb pcyeab tbwt","here is some sample text"
14250,-151.433630394942,"zbob up pgyb pxyeab tbwt","here is some sample text"
14251,-151.433630394942,"zxox up pgyx pbyeax txwt","here is some sample text"
14252,-180.218266945586,"zxox uv vgyx vbyeax txwt","here is some sample text"
14253,-180.218266945586,"uxox zv vgyx vbyeax txwt","here is some sample text"
14254,-180.218266945586,"uxox zv vgyx vbyeix txwt","here is some sample text"
14255,-180.218266945586,"uxox zv vgyx vbyeix txdt","here is some sample text"
14256,-180.218266945586,"gxox zv vuyx vbyeix txdt","here is some sample text"
14257,-180.218266945586,"gxjx zv vuyx vbyeix txdt","here is some sample text"
14258,-180.218266945586,"gxjx zv vuyx vbyeix txdt","here is some sample text"
14259,-180.218266945586,"gxjx zv vuyx vbyeix txdt","here is some sample text"
14260,-180.218266945586,"gxjx lv vuyx vbyeix txdt","here is some sample text"
14261,-180.218266945586,"gxqx lv vuyx vbyeix txdt","here is some sample text"
14262,-180.218266945586,"gxqx lv vuyx vbyoix txdt","here is some sample text"
14263,-180.218266945586,"gxqx lv vuyx vbyaix txdt","here is some sample text"
14264,-180.218266945586,"gxqx lv vuyx vbyaix txdt","here is some sample text"
14265,-180.218266945586,"gxqx lv vupx vbpaix txdt","here is some sample text"
14266,-180.218266945586,"gxqx lv vupx vbpaix txdt","here is some sample text"
14267,-180.218266945586,"gxqx lv vypx vbpaix txdt","here is some sample text"
14268,-180.218266945586,"gxqx lv vypx vbpaix txnt","here is some sample text"
14269,-180.218266945586,"gxqx lv vypx vbpaix txnt","here is some sample text"
14270,-180.218266945586,"gxqx tv vypx vbpaix lxnl","here is some sample text"
14271,-180.218266945586,"gxqx jv vypx vbpaix lxnl","here is some sample text"
14272,-154.859003424525,"gxqx jo oypx obpaix lxnl","here is some sample text"
14273,-154.859003424525,"gxqx jo oypx obpaix lxnl","here is some sample text"
14274,-154.859003424525,"gxqx jo oypx obpaix lxnl","here is some sample text"
14275,-154.859003424525,"gxqx jo oypx olpaix bxnb","here is some sample text"
14276,-154.859003424525,"gxqx jo owpx olpaix bxnb","here is some sample text"
14277,-154.859003424525,"gxqx jo owpx olpaix exne","here is some sample text"
14278,-154.859003424525,"gxqx jo owpx olpavx exne","here is some sample text"
14279,-154.859003424525,"gxqx jo owpx olpavx exne","here is some sample text"
14280,-154.859003424525,"gxqx jo owpx oepavx lxnl","here is some sample text"
14281,-154.859003424525,"gxax jo owpx oepqvx lxnl","here is some sample text"
14282,-154.859003424525,"gxax jo owpx oepqsx lxnl","here is some sample text"
14283,-154.859003424525,"gxax jo owpx oepqsx lxnl","here is some sample text"
14284,-154.859003424525,"gxax jo owpx oepqsx lxnl","here is some sample text"
14285,-154.859003424525,"gxax jo owpx oepqsx lxnl","here is some sample text"
14286,-180.218266945586,"gxax jy ywpx yepqsx lxnl","here is some sample text"
14287,-180.218266945586,"gxax jy ywpx yepqsx lxnl","here is some sample text"
14288,-180.218266945586,"gxax jy ywpx yepqsx lxnl","here is some sample text"
14289,-180.218266945586,"gxax je ewpx eypqsx lxnl","here is some sample text"
14290,-180.218266945586,"gxax je ewpx eypqsx lxnl","here is some sample text"
14291,-180.218266945586,"gxax je ewpx espqyx lxnl","here is some sample text"
